STORE,URI,EPC,SKU,SOLDTIMESTAMP,TRANSACTIONTYPE
160,000136309594,3BD00000207FAD6A8FA6E821,136309594,2021-10-23 15:32:54.626,Sales
160,000132154492,3BD000001F8211F28FA6ED3E,132154492,2021-10-23 15:46:31.439,Sales
160,000127550501,3BD000001E6910968FA6DAC2,127550501,2021-10-23 15:47:06.751,Sales
160,000104426426,3BD0000018E5AEEA8FA7097D,104426426,2021-10-23 15:47:05.809,Sales
160,000114850056,3BD000001B61E4228FA73E32,114850056,2021-10-23 15:48:22.479,Sales
160,000127550273,3BD000001E690D068FA6DFF1,127550273,2021-10-23 15:48:26.634,Sales
160,,,,2021-10-23 15:50:52.165,Return
160,,,,2021-10-23 15:57:31.015,Return
160,000136553337,3BD00000208E8DE68FA6D29B,136553337,2021-10-23 15:58:12.642,Sales
160,000137150051,3BD0000020B2F98E8FA6D291,137150051,2021-10-23 16:01:32.455,Sales
160,,,,2021-10-23 16:06:36.925,Return
160,000136309531,3BD00000207FAC6E8FA6D20E,136309531,2021-10-24 11:13:33.537,Sales
160,000117400504,3BD000001BFD8EE28FA70078,117400504,2021-10-24 11:18:53.093,Sales
160,000114828159,3BD000001B608DFE8FA706DB,114828159,2021-10-24 11:17:26.995,Sales
160,000132275965,3BD000001F897BF68FA6D58B,132275965,2021-10-24 11:37:16.971,Sales
160,000136306383,3BD00000207F7B3E8FA6D399,136306383,2021-10-24 11:39:15.394,Sales
160,,,,2021-10-24 11:39:34.535,Return
160,000131350157,3BD000001F50FA368FA6E2B4,131350157,2021-10-24 11:39:36.045,Sales
160,000136311778,3BD00000207FCF8A8FA73B58,136311778,2021-10-24 11:32:41.486,Sales
160,000129300048,3BD000001ED3D9428FA6FB36,129300048,2021-10-24 11:35:22.257,Sales
160,000003732343,3BD0000000E3CDDE8FA6E41C,3732343,2021-10-24 11:48:38.937,Sales
160,000132125205,3BD000001F8048568FAC3966,132125205,2021-10-24 11:54:31.602,Sales
160,000104458500,3BD0000018E7A4128FA74034,104458500,2021-10-24 11:43:19.468,Sales
160,000107575045,3BD0000019A5DC168FA70EC6,107575045,2021-10-24 12:00:22.307,Sales
160,,,,2021-10-24 12:02:11.173,Return
160,000107377805,3BD000001999D2368FA6E312,107377805,2021-10-24 12:03:25.751,Sales
160,,,,2021-10-24 12:06:01.856,Return
160,000121800036,3BD000001D0A15928FA6D9AD,121800036,2021-10-24 12:07:57.416,Sales
160,000114829685,3BD000001B60A5D68FA6D7F3,114829685,2021-10-24 12:10:56.615,Sales
160,000136475831,3BD000002089D2DE8FA6E26C,136475831,2021-10-24 12:11:52.957,Sales
160,,,,2021-10-24 12:12:34.793,Return
160,000136501484,3BD00000208B63B28FA6D220,136501484,2021-10-27 12:07:39.448,Sales
160,,,,2021-10-27 12:09:44.513,Return
160,000104427086,3BD0000018E5B93A8FA711C6,104427086,2021-10-27 12:11:55.707,Sales
160,000123050971,3BD000001D566F6E8FA6D1C1,123050971,2021-10-27 12:14:05.368,Sales
160,000136351980,3BD00000208243B28FA7F85C,136351980,2021-10-27 12:47:06.722,Sales
160,000132126372,3BD000001F805A928FA6E178,132126372,2021-10-27 12:47:45.749,Sales
160,000121800041,3BD000001D0A15A68FA6FE84,121800041,2021-10-27 12:50:25.692,Sales
160,000132152800,3BD000001F81F7828FA6F4AF,132152800,2021-10-27 12:53:52.683,Sales
160,,,,2021-10-27 12:57:32.437,Return
160,000117400913,3BD000001BFD95468FA72B39,117400913,2021-10-27 12:58:27.906,Sales
160,000136311418,3BD00000207FC9EA8FA6D965,136311418,2021-10-27 13:00:12.203,Sales
160,000110026250,3BD000001A3B782A8FA70C7A,110026250,2021-10-27 13:05:58.515,Sales
160,000109901862,3BD000001A33E09A8FA6E105,109901862,2021-10-27 13:10:36.339,Sales
160,000109901862,3BD000001A33E09A8FA6E105,109901862,2021-10-27 13:11:41.751,Sales
160,000136306373,3BD00000207F7B168FA6D13B,136306373,2021-10-27 13:16:51.489,Sales
160,,,,2021-10-27 13:18:55.838,Return
160,000132125205,3BD000001F8048568FAC45C1,132125205,2021-10-27 13:23:01.162,Sales
160,000136311105,3BD00000207FC5068FA6D33E,136311105,2021-10-27 13:51:26.934,Sales
160,000123126919,3BD000001D5B121E8FA6E2B3,123126919,2021-10-27 13:53:20.412,Sales
160,000117400635,3BD000001BFD90EE8FA70C17,117400635,2021-10-27 13:56:23.329,Sales
160,,,,2021-10-27 14:02:22.460,Return
160,000136575101,3BD00000208FE1F68FA6D4AE,136575101,2021-10-27 14:37:35.021,Sales
160,000123125890,3BD000001D5B020A8FA6F9C2,123125890,2021-10-27 15:51:42.050,Sales
160,000132153846,3BD000001F8207DA8FA6DD3F,132153846,2021-10-27 15:55:42.603,Sales
160,000133200099,3BD000001FC1E38E8FA6DA7F,133200099,2021-10-27 16:33:31.898,Sales
160,000132276258,3BD000001F89808A8FA6DF88,132276258,2021-10-27 16:52:23.451,Sales
160,000136575548,3BD00000208FE8F28FA6D31D,136575548,2021-10-27 17:38:34.668,Sales
160,000116050040,3BD000001BAB21E28FA72B99,116050040,2021-10-27 17:51:29.896,Sales
160,000127825774,3BD000001E79DDBA8FA6D4D3,127825774,2021-10-27 17:52:58.752,Sales
160,000118926219,3BD000001C5AAE2E8FA705FD,118926219,2021-10-27 18:12:48.294,Sales
160,000136301498,3BD00000207F2EEA8FA6D34A,136301498,2021-10-27 19:10:12.299,Sales
160,000136309521,3BD00000207FAC468FA70693,136309521,2021-10-27 19:11:59.498,Sales
160,000136551238,3BD00000208E6D1A8FA6D1AA,136551238,2021-10-27 19:20:47.895,Sales
160,000136553029,3BD00000208E89168FA6D2A5,136553029,2021-10-27 19:26:23.037,Sales
160,000136307634,3BD00000207F8ECA8FA6D112,136307634,2021-10-27 19:31:47.319,Sales
160,000114826708,3BD000001B6077528FA778FB,114826708,2021-10-27 19:32:34.108,Sales
160,000136553337,3BD00000208E8DE68FA6D26A,136553337,2021-10-27 19:33:26.184,Sales
160,000114802160,3BD000001B5EF7C28FA70C54,114802160,2021-10-27 19:53:44.399,Sales
160,000136351977,3BD00000208243A68FA95ACA,136351977,2021-10-27 19:56:16.178,Sales
160,000104428257,3BD0000018E5CB868FA72172,104428257,2021-10-27 20:01:04.282,Sales
160,,,,2021-10-27 20:03:30.694,Return
160,,,,2021-10-27 10:26:11.827,Return
160,000114750508,3BD000001B5BD0B28FA77BDE,114750508,2021-10-27 10:35:16.869,Sales
160,000116050038,3BD000001BAB21DA8FA6D4AD,116050038,2021-10-27 10:54:04.825,Sales
160,000003784375,3BD0000000E6FADE8FA7458E,3784375,2021-10-27 10:56:35.026,Sales
160,000136227188,3BD00000207AA5D28FA6D323,136227188,2021-10-27 10:59:52.652,Sales
160,000136302628,3BD00000207F40928FA6D14A,136302628,2021-10-27 11:07:45.588,Sales
160,,,,2021-10-27 11:23:56.025,Return
160,000136476777,3BD000002089E1A68FA71707,136476777,2021-10-27 11:29:43.489,Sales
160,000137525106,3BD0000020C9DDCA8FA6D590,137525106,2021-10-27 11:50:11.064,Sales
160,000122750552,3BD000001D4419628FA6F04D,122750552,2021-10-27 11:55:42.477,Sales
160,,,,2021-10-27 12:01:57.933,Return
160,000132350094,3BD000001F8E023A8FA6DB9E,132350094,2021-10-27 12:08:59.971,Sales
160,000122976448,3BD000001D51E3028FA6D6C8,122976448,2021-10-27 12:20:59.672,Sales
160,,,,2021-10-27 12:22:14.963,Return
160,,,,2021-10-27 12:23:57.964,Return
160,000125025198,3BD000001DCEEEBA8FA744D1,125025198,2021-10-27 12:25:56.796,Sales
160,000133150076,3BD000001FBED5F28FA6D196,133150076,2021-10-27 12:36:21.431,Sales
160,000133150056,3BD000001FBED5A28FA6D4B2,133150056,2021-10-27 12:37:58.298,Sales
160,000130150049,3BD000001F07BA868FA72259,130150049,2021-10-27 12:40:41.598,Sales
160,000136225663,3BD00000207A8DFE8FA700DB,136225663,2021-10-27 13:00:28.624,Sales
160,000117400901,3BD000001BFD95168FA6FE85,117400901,2021-10-27 13:03:47.872,Sales
160,000114806183,3BD000001B5F369E8FA6D91B,114806183,2021-10-27 13:04:37.560,Sales
160,000136225239,3BD00000207A875E8FA6D974,136225239,2021-10-27 13:09:33.232,Sales
160,000132276445,3BD000001F8983768FA6EDE1,132276445,2021-10-27 13:20:22.894,Sales
160,000136351977,3BD00000208243A68FAA1A4E,136351977,2021-10-27 13:27:40.938,Sales
160,,,,2021-10-27 13:34:08.019,Return
160,000132326538,3BD000001F8C922A8FA6D870,132326538,2021-10-27 14:23:26.423,Sales
160,000136307673,3BD00000207F8F668FA6D663,136307673,2021-10-27 14:26:27.732,Sales
160,000136227105,3BD00000207AA4868FA6D70F,136227105,2021-10-27 14:33:47.156,Sales
160,000136675460,3BD00000209602128FA6D1EF,136675460,2021-10-27 14:36:04.726,Sales
160,000118925429,3BD000001C5AA1D68FA6D243,118925429,2021-10-27 14:38:45.433,Sales
160,000136551368,3BD00000208E6F228FA6D533,136551368,2021-10-27 14:40:25.507,Sales
160,000133025430,3BD000001FB73A5A8FA6D8AE,133025430,2021-10-27 14:46:13.773,Sales
160,000136306693,3BD00000207F80168FA6D155,136306693,2021-10-27 14:58:22.825,Sales
160,000003732349,3BD0000000E3CDF68FA6D445,3732349,2021-10-27 16:05:39.755,Sales
160,000136575666,3BD00000208FEACA8FA6D6DF,136575666,2021-10-27 16:07:05.051,Sales
160,000137725164,3BD0000020D613B28FA6D3B6,137725164,2021-10-27 17:34:40.813,Sales
160,000118750057,3BD000001C4FEDA68FA774D6,118750057,2021-10-27 17:41:55.435,Sales
160,000132375703,3BD000001F8F925E8FA6EBF8,132375703,2021-10-27 17:49:59.461,Sales
160,000136251177,3BD00000207C1CA68FA6D4D7,136251177,2021-10-27 17:53:14.340,Sales
160,000114804420,3BD000001B5F1B128FA6F45E,114804420,2021-10-27 18:01:52.764,Sales
160,000132150847,3BD000001F81D8FE8FA6F366,132150847,2021-10-27 18:05:38.081,Sales
160,000136553320,3BD00000208E8DA28FA6D1E6,136553320,2021-10-27 18:15:13.454,Sales
160,,,,2021-10-27 18:20:17.183,Return
160,000136350627,3BD0000020822E8E8FA6D323,136350627,2021-10-27 18:24:44.546,Sales
160,000136554317,3BD00000208E9D368FA6D202,136554317,2021-10-27 18:29:07.382,Sales
160,000121725089,3BD000001D0582868FA6D4ED,121725089,2021-10-27 18:30:03.368,Sales
160,000132125205,3BD000001F8048568FAC45C3,132125205,2021-10-27 18:31:09.120,Sales
160,000136311693,3BD00000207FCE368FA6D650,136311693,2021-10-27 18:32:22.486,Sales
160,000136477052,3BD000002089E5F28FA6D48C,136477052,2021-10-27 18:37:13.052,Sales
160,000124900076,3BD000001DC74BB28FA74585,124900076,2021-10-27 18:38:39.973,Sales
160,000132326107,3BD000001F8C8B6E8FA6D25C,132326107,2021-10-27 18:39:55.456,Sales
160,000132325241,3BD000001F8C7DE68FA6D9B5,132325241,2021-10-27 18:41:15.836,Sales
160,000114825579,3BD000001B6065AE8FACE080,114825579,2021-10-27 18:42:00.973,Sales
160,000136311379,3BD00000207FC94E8FA6D885,136311379,2021-10-27 18:54:53.865,Sales
160,000132327274,3BD000001F8C9DAA8FA6D13F,132327274,2021-10-27 18:57:11.375,Sales
160,,,,2021-10-27 19:00:21.698,Return
160,000003732418,3BD0000000E3CF0A8FA6DA49,3732418,2021-10-27 19:01:32.588,Sales
160,000118750051,3BD000001C4FED8E8FA6FD30,118750051,2021-10-27 19:03:19.195,Sales
160,000136311115,3BD00000207FC52E8FA6D179,136311115,2021-10-27 19:48:52.071,Sales
160,000117400622,3BD000001BFD90BA8FA6FA16,117400622,2021-10-27 19:51:53.803,Sales
160,000136475821,3BD000002089D2B68FA6D3D8,136475821,2021-10-27 19:54:39.652,Sales
160,000114850054,3BD000001B61E41A8FA7CC5F,114850054,2021-10-27 20:04:08.587,Sales
160,000136526656,3BD00000208CED028FA6D440,136526656,2021-10-27 20:05:37.891,Sales
160,000127676609,3BD000001E70C3068FA6E606,127676609,2021-10-27 20:07:30.635,Sales
160,000132150860,3BD000001F81D9328FA6FF38,132150860,2021-10-27 20:16:54.591,Sales
160,,,,2021-10-27 20:43:55.699,Return
160,000003803598,3BD0000000E8273A8FA7AC53,3803598,2021-10-27 20:47:15.956,Sales
160,000132325902,3BD000001F8C883A8FA6DBBE,132325902,2021-10-27 20:49:23.787,Sales
160,000110050068,3BD000001A3CEC528FA768AA,110050068,2021-10-27 21:02:15.036,Sales
160,000136351980,3BD00000208243B07735BB40,136351980,2021-10-27 13:17:22.196,Sales
160,000124900079,3BD000001DC74BBE8FA715DD,124900079,2021-10-27 14:16:07.688,Sales
160,000125425071,3BD000001DE756BE8FA6E0D0,125425071,2021-10-27 14:22:37.749,Sales
160,000136475656,3BD000002089D0228FA6D528,136475656,2021-10-27 15:13:55.672,Sales
160,000136525243,3BD00000208CD6EE8FA6E57D,136525243,2021-10-27 15:16:01.348,Sales
160,000110075430,3BD000001A3E789A8FA6E169,110075430,2021-10-27 15:18:09.644,Sales
160,000127425509,3BD000001E616F968FA6E591,127425509,2021-10-27 15:46:14.032,Sales
160,000104700069,3BD0000018F662968FA6EAA1,104700069,2021-10-27 15:53:48.624,Sales
160,,,,2021-10-27 16:02:45.114,Return
160,000132176340,3BD000001F8367528FA6E6A9,132176340,2021-10-27 16:07:32.860,Sales
160,000123176982,3BD000001D5E205A8FA70DDA,123176982,2021-10-27 16:09:39.871,Sales
160,000132125205,3BD000001F8048568FB3B956,132125205,2021-10-27 16:23:23.449,Sales
160,000136551835,3BD00000208E766E8FA6E004,136551835,2021-10-27 16:24:40.566,Sales
160,000132325788,3BD000001F8C86728FA6D233,132325788,2021-10-27 16:26:38.652,Sales
160,000132325425,3BD000001F8C80C68FA6D55E,132325425,2021-10-27 16:53:45.719,Sales
160,000132153641,3BD000001F8204A68FA6DD38,132153641,2021-10-27 18:12:18.814,Sales
160,000136550927,3BD00000208E683E8FA6D1BC,136550927,2021-10-27 19:05:13.808,Sales
160,000132375092,3BD000001F8F88D28FA6D75C,132375092,2021-10-27 20:27:59.279,Sales
160,000117400913,3BD000001BFD95468FA71CD5,117400913,2021-10-27 11:09:27.184,Sales
160,000114850057,3BD000001B61E4268FA70EB9,114850057,2021-10-27 11:29:16.710,Sales
160,000132327944,3BD000001F8CA8228FA6D2B4,132327944,2021-10-27 11:35:59.675,Sales
160,,,,2021-10-27 20:04:20.198,Return
160,000121800061,3BD000001D0A15F68FA7C72C,121800061,2021-10-27 20:06:52.672,Sales
160,000136477077,3BD000002089E6568FA6D562,136477077,2021-10-27 20:12:54.981,Sales
160,000136309949,3BD00000207FB2F68FA6D5D2,136309949,2021-10-27 20:38:39.632,Sales
160,000129300065,3BD000001ED3D9868FA80402,129300065,2021-10-27 10:27:52.387,Sales
160,000122750044,3BD000001D4411728FA6DA7E,122750044,2021-10-27 10:32:27.834,Sales
160,000136308581,3BD00000207F9D968FA6D366,136308581,2021-10-27 10:39:47.509,Sales
160,000136226915,3BD00000207AA18E8FA6D132,136226915,2021-10-27 10:48:13.246,Sales
160,000136226453,3BD00000207A9A568FA6D2B4,136226453,2021-10-27 11:05:44.161,Sales
160,000136100054,3BD000002072E35A8FA6D4E0,136100054,2021-10-27 11:21:22.395,Sales
160,000136476602,3BD000002089DEEA8FA6DE6C,136476602,2021-10-27 12:24:05.142,Sales
160,000132350249,3BD000001F8E04A68FA6DB51,132350249,2021-10-27 12:49:05.235,Sales
160,000132350129,3BD000001F8E02C68FA6DB8B,132350129,2021-10-27 13:10:01.461,Sales
160,000104458859,3BD0000018E7A9AE8FA7B6C8,104458859,2021-10-27 13:12:22.406,Sales
160,000136475756,3BD000002089D1B28FA6D27F,136475756,2021-10-27 13:13:41.144,Sales
160,000136312001,3BD00000207FD3068FA6D148,136312001,2021-10-27 13:21:37.350,Sales
160,000114804670,3BD000001B5F1EFA8FA9EB86,114804670,2021-10-27 13:30:36.091,Sales
160,000136311778,3BD00000207FCF8A8FA736BB,136311778,2021-10-27 13:43:01.962,Sales
160,000132276189,3BD000001F897F768FA6D558,132276189,2021-10-27 14:06:32.381,Sales
160,000136311752,3BD00000207FCF228FA6E541,136311752,2021-10-27 14:34:47.419,Sales
160,000136552957,3BD00000208E87F68FA6D157,136552957,2021-10-27 14:41:28.899,Sales
160,,,,2021-10-27 14:42:44.844,Return
160,,,,2021-10-27 14:47:15.747,Return
160,000136501111,3BD00000208B5DDE8FA6D1CB,136501111,2021-10-27 14:51:27.130,Sales
160,000123175866,3BD000001D5E0EEA8FA6FEB1,123175866,2021-10-27 14:53:24.086,Sales
160,000132327102,3BD000001F8C9AFA8FA6D5AF,132327102,2021-10-27 14:57:03.641,Sales
160,000003784374,3BD0000000E6FADA8FA7BDC9,3784374,2021-10-27 14:59:02.129,Sales
160,000114804670,3BD000001B5F1EFA8FA9AB6F,114804670,2021-10-27 14:59:56.225,Sales
160,000136307360,3BD00000207F8A828FA6D236,136307360,2021-10-27 15:03:10.205,Sales
160,000136551223,3BD00000208E6CDE8FA6DACB,136551223,2021-10-27 16:11:55.608,Sales
160,000127653139,3BD000001E6F544C7735BB18,127653139,2021-10-27 16:27:20.523,Sales
160,000132302450,3BD000001F8B19CA8FA6E039,132302450,2021-10-27 16:34:17.917,Sales
160,000130150049,3BD000001F07BA868FA722A3,130150049,2021-10-27 16:36:10.858,Sales
160,,,,2021-10-27 16:39:50.901,Return
160,000132375703,3BD000001F8F925E8FA7C03A,132375703,2021-10-27 16:42:46.617,Sales
160,,,,2021-10-27 16:45:52.193,Return
160,000136250632,3BD00000207C14228FA6D223,136250632,2021-10-27 16:48:07.682,Sales
160,000132200369,3BD000001F84DEC68FA6D582,132200369,2021-10-27 16:54:24.741,Sales
160,000003834047,3BD0000000EA02FE8FA742A1,3834047,2021-10-27 17:14:36.102,Sales
160,000136351975,3BD000002082439E8FA70B72,136351975,2021-10-27 17:33:58.989,Sales
160,000003795954,3BD0000000E7AFCA8FA767B7,3795954,2021-10-27 17:41:40.504,Sales
160,000104458455,3BD0000018E7A35E8FA71827,104458455,2021-10-27 17:51:45.765,Sales
160,000127775673,3BD000001E76CEE68FA6DF19,127775673,2021-10-27 17:52:57.895,Sales
160,000104700077,3BD0000018F662B68FAB114A,104700077,2021-10-27 18:15:55.677,Sales
160,000122325038,3BD000001D2A20BA8FA6FA5B,122325038,2021-10-27 18:34:28.648,Sales
160,000136501735,3BD00000208B679E8FA6EF5D,136501735,2021-10-27 18:46:56.219,Sales
160,000138300068,3BD0000020F92A928FA6E050,138300068,2021-10-27 18:51:04.590,Sales
160,000136227693,3BD00000207AADB68FA6D10E,136227693,2021-10-27 10:19:45.045,Sales
160,,,,2021-10-28 15:16:25.277,Return
160,,,,2021-10-28 15:21:36.030,Return
160,000136351977,3BD00000208243A68FA6D93D,136351977,2021-10-28 15:23:30.151,Sales
160,000136310980,3BD00000207FC3128FA6D19F,136310980,2021-10-28 15:25:43.723,Sales
160,,,,2021-10-28 15:27:49.224,Return
160,000136550628,3BD00000208E63928FA6F413,136550628,2021-10-28 15:24:44.008,Sales
160,000127425056,3BD000001E6168828FA769FE,127425056,2021-10-28 15:29:23.985,Sales
160,000127550272,3BD000001E690D028FA72476,127550272,2021-10-28 15:32:04.313,Sales
160,000136310967,3BD00000207FC2DE8FA6D1E0,136310967,2021-10-28 15:33:07.909,Sales
160,000107384563,3BD00000199A3BCE8FA717C2,107384563,2021-10-28 15:30:00.726,Sales
160,000125026667,3BD000001DCF05AE8FA6DB3F,125026667,2021-10-28 15:34:44.617,Sales
160,000132375089,3BD000001F8F88C68FA6D93C,132375089,2021-10-28 15:35:58.006,Sales
160,000104775203,3BD0000018FAF88E8FA730F1,104775203,2021-10-28 15:36:38.702,Sales
160,000104125018,3BD0000018D3496A8FA923EA,104125018,2021-10-28 15:41:49.743,Sales
160,000138300068,3BD0000020F92A928FA6DF12,138300068,2021-10-28 15:45:04.753,Sales
160,000136351977,3BD00000208243A68FA6E8D6,136351977,2021-10-28 15:46:36.080,Sales
160,000132276421,3BD000001F8983168FA6F2CE,132276421,2021-10-28 15:51:19.813,Sales
160,000127550538,3BD000001E69112A8FA6DFD2,127550538,2021-10-28 15:59:48.603,Sales
160,000127452530,3BD000001E6315CA8FA6D21C,127452530,2021-10-28 16:01:44.955,Sales
160,000110850198,3BD000001A6DC25A8FA7142F,110850198,2021-10-28 16:03:33.660,Sales
160,000136311077,3BD00000207FC4968FA6D204,136311077,2021-10-28 16:03:11.966,Sales
160,,,,2021-10-28 16:05:37.996,Return
160,000133600049,3BD000001FDA4CC68FA6D34A,133600049,2021-10-28 15:43:15.856,Sales
160,000124900079,3BD000001DC74BBE8FA72B45,124900079,2021-10-28 16:09:18.180,Sales
160,000122800048,3BD000001D471EC28FA754AC,122800048,2021-10-28 16:12:03.590,Sales
160,000113226094,3BD000001AFEC5BA8FA6E27E,113226094,2021-10-28 16:13:11.376,Sales
160,000136251094,3BD00000207C1B5A8FA6D146,136251094,2021-10-28 16:10:53.247,Sales
160,000127650786,3BD000001E6F2F8A8FA6DEEC,127650786,2021-10-28 16:20:39.960,Sales
160,000136552957,3BD00000208E87F68FA6D13D,136552957,2021-10-28 16:20:38.474,Sales
160,000136300405,3BD00000207F1DD68FA6EB10,136300405,2021-10-28 16:25:04.567,Sales
160,000136501004,3BD00000208B5C328FA6D168,136501004,2021-10-28 16:29:38.118,Sales
160,000127750049,3BD000001E753E868FA6E62B,127750049,2021-10-28 16:31:41.694,Sales
160,000132775171,3BD000001FA7F40E8FA6DEFA,132775171,2021-10-28 16:36:34.553,Sales
160,000118925427,3BD000001C5AA1CE8FA713A6,118925427,2021-10-28 16:45:29.385,Sales
160,000127825809,3BD000001E79DE468FA6D81F,127825809,2021-10-28 16:42:28.660,Sales
160,000136551373,3BD00000208E6F368FA6D1E3,136551373,2021-10-28 16:43:00.357,Sales
160,000136527097,3BD00000208CF3E68FA6D0F0,136527097,2021-10-28 16:52:02.025,Sales
160,000136351713,3BD0000020823F868FA6D6AC,136351713,2021-10-28 16:53:30.901,Sales
160,000136550610,3BD00000208E634A8FA6D26F,136550610,2021-10-28 16:54:07.473,Sales
160,000127426875,3BD000001E6184EE8FA6EC80,127426875,2021-10-28 17:02:24.524,Sales
160,000136554228,3BD00000208E9BD28FA6DA14,136554228,2021-10-28 17:03:40.171,Sales
160,000132350094,3BD000001F8E023A8FA6DB6C,132350094,2021-10-28 17:00:14.909,Sales
160,000136551257,3BD00000208E6D668FA6D322,136551257,2021-10-25 20:06:02.168,Sales
160,000117151087,3BD000001BEE55BE8FA71AA4,117151087,2021-10-25 20:08:24.082,Sales
160,000124900076,3BD000001DC74BB28FA70718,124900076,2021-10-25 20:10:18.327,Sales
160,000117150155,3BD000001BEE472E8FA78FC7,117150155,2021-10-25 20:27:44.429,Sales
160,000113001775,3BD000001AF114BE8FA72F46,113001775,2021-10-25 20:31:54.933,Sales
160,000132125322,3BD000001F804A2A8FA6DBB0,132125322,2021-10-25 20:33:16.944,Sales
160,000003795990,3BD0000000E7B05A8FA6E877,3795990,2021-10-25 20:36:26.249,Sales
160,000104700078,3BD0000018F662BA8FA913BF,104700078,2021-10-25 20:42:36.029,Sales
160,000132325641,3BD000001F8C84268FA6D32B,132325641,2021-10-26 13:14:27.587,Sales
160,000114825880,3BD000001B606A628FA720F3,114825880,2021-10-26 12:36:26.168,Sales
160,000110050094,3BD000001A3CECBA8FA6FC05,110050094,2021-10-26 12:36:23.304,Sales
160,000136575535,3BD00000208FE8BE8FA6D355,136575535,2021-10-26 12:37:43.624,Sales
160,000136307004,3BD00000207F84F28FA6D157,136307004,2021-10-26 12:43:15.784,Sales
160,000135725060,3BD00000205C00128FA6D303,135725060,2021-10-26 12:44:17.712,Sales
160,000139575117,3BD000002146FD368FA706EA,139575117,2021-10-26 12:49:17.297,Sales
160,000117401184,3BD000001BFD99828FA6E01C,117401184,2021-10-26 12:38:41.323,Sales
